"Date","Secondary Sales USD"
"2020-06-01",726346.38
"2020-06-02",728527.48
"2020-06-03",729191.13
"2020-06-04",729191.13
"2020-06-05",729191.13
"2020-06-06",729566.28
"2020-06-07",730163.47
"2020-06-08",730163.47
"2020-06-09",730694.12
"2020-06-10",730938.86
"2020-06-11",731939.99
"2020-06-12",733118.84
"2020-06-13",736008.72
"2020-06-14",736008.72
"2020-06-15",736388.3
"2020-06-16",736656.98
"2020-06-17",737866.59
"2020-06-18",739498.22
"2020-06-19",739498.22
"2020-06-20",740791.02
"2020-06-21",741785.01
"2020-06-22",743707.06
"2020-06-23",745930.64
"2020-06-24",745930.64
"2020-06-25",746882.03
"2020-06-26",746882.03
"2020-06-27",746882.03
"2020-06-28",750479.1
"2020-06-29",751304.57
"2020-06-30",751824.42
"2020-07-01",752505.53
"2020-07-02",755456.91
"2020-07-03",756920.38
"2020-07-04",757658.53
"2020-07-05",759792.1
"2020-07-06",760111.26
"2020-07-07",760579.53
"2020-07-08",760579.53
"2020-07-09",761817.11
"2020-07-10",763601.94
"2020-07-11",765700.69
"2020-07-12",765869.17
"2020-07-13",765869.17
"2020-07-14",766107.41
"2020-07-15",767774.32
"2020-07-16",768240.86
"2020-07-17",768704.55
"2020-07-18",768704.55
"2020-07-19",769175.61
"2020-07-20",769711.85
"2020-07-21",769711.85
"2020-07-22",770862.16
"2020-07-23",771924.43
"2020-07-24",771924.43
"2020-07-25",771924.43
"2020-07-26",771924.43
"2020-07-27",771924.43
"2020-07-28",772599.98
"2020-07-29",773177.34
"2020-07-30",775110.07
"2020-07-31",776823.98
"2020-08-01",777272.02
"2020-08-02",777272.02
"2020-08-03",777611.78
"2020-08-04",779305.23
"2020-08-05",780029.65
"2020-08-06",780741.53
"2020-08-07",783279.91
"2020-08-08",783279.91
"2020-08-09",783998.06
"2020-08-10",783998.06
"2020-08-11",783998.06
"2020-08-12",784378.01
"2020-08-13",784378.01
"2020-08-14",784909.41
"2020-08-15",785609.39
"2020-08-16",786467.48
"2020-08-17",786467.48
"2020-08-18",786467.48
"2020-08-19",786467.48
"2020-08-20",786838.57
"2020-08-21",787154.28
"2020-08-22",787464.84
"2020-08-23",789256.62
"2020-08-24",790355.04
"2020-08-25",797944.23
"2020-08-26",801719.19
"2020-08-27",802294.8
"2020-08-28",803235.62
"2020-08-29",803614.41
"2020-08-30",804099.24
"2020-08-31",805227.96
"2020-09-01",805584.58
"2020-09-02",805584.58
"2020-09-03",806696.38
"2020-09-04",806696.38
"2020-09-05",806696.38
"2020-09-06",863719.26
"2020-09-07",875810.48
"2020-09-08",878727.34
"2020-09-09",888284.77
"2020-09-10",894989.72
"2020-09-11",941861.03
"2020-09-12",989943.56
"2020-09-13",1039742.38
"2020-09-14",1170940.71
"2020-09-15",1290362.26
"2020-09-16",1300392.7
"2020-09-17",1358350.45
"2020-09-18",1398353.62
"2020-09-19",1430755.65
"2020-09-20",1485408.05
"2020-09-21",1500682.98
"2020-09-22",1539806.2
"2020-09-23",1596986.96
"2020-09-24",1877019.04
"2020-09-25",2060448.09
"2020-09-26",2180135.76
"2020-09-27",2335502.63
"2020-09-28",2924155.23
"2020-09-29",3186529.73
"2020-09-30",3286660.23
"2020-10-01",3351973.25
"2020-10-02",3426563.33
"2020-10-03",3604218.93
"2020-10-04",3691913.16
"2020-10-05",3782520.1
"2020-10-06",3827979.45
"2020-10-07",3916213.43
"2020-10-08",3977256.88
"2020-10-09",4027782.23
"2020-10-10",4056514.87
"2020-10-11",4098994.94
"2020-10-12",4152053.71
"2020-10-13",4171592.23
"2020-10-14",4191256.81
"2020-10-15",4235751.59
"2020-10-16",4269122.51
"2020-10-17",4296470.34
"2020-10-18",4306389.9
"2020-10-19",4314023.62
"2020-10-20",4321899.17
"2020-10-21",4338565.54
"2020-10-22",4357815.15
"2020-10-23",4375378.72
"2020-10-24",4395897.58
"2020-10-25",4409646.96
"2020-10-26",4412888.52
"2020-10-27",4414195.72
"2020-10-28",4414195.72
"2020-10-29",4418014.35
"2020-10-30",4425038.42
"2020-10-31",4435064.22
"2020-11-01",4436606.22
"2020-11-02",4437812.13
"2020-11-03",4450633.55
"2020-11-04",4453551.73
"2020-11-05",4456407.41
"2020-11-06",4457939.38
"2020-11-07",4474265.69
"2020-11-08",4474265.69
"2020-11-09",4474265.69
"2020-11-10",4478518.01
"2020-11-11",4478518.01
"2020-11-12",4491623.46
"2020-11-13",4565484.98
"2020-11-14",4577160.69
"2020-11-15",4586860.3
"2020-11-16",4628474.54
"2020-11-17",4639444.79
"2020-11-18",4656392.27
"2020-11-19",4699823.52
"2020-11-20",4722522.36
"2020-11-21",4724394.65
"2020-11-22",4727959.53
"2020-11-23",4736039.52
"2020-11-24",4765196.45
"2020-11-25",4770455.23
"2020-11-26",4776600.78
"2020-11-27",4776600.78
"2020-11-28",4781352.34
"2020-11-29",4783135.22
"2020-11-30",4825267.85
"2020-12-01",4825267.85
"2020-12-02",4835872.85
"2020-12-03",4841386.13
"2020-12-04",4841386.13
"2020-12-05",4862266.83
"2020-12-06",4863597.61
"2020-12-07",4887720.64
"2020-12-08",4887720.64
"2020-12-09",4887720.64
"2020-12-10",4887720.64
"2020-12-11",4896280.6
"2020-12-12",4897834.21
"2020-12-13",4904053.95
"2020-12-14",4924118.22
"2020-12-15",4925584.99
"2020-12-16",4925584.99
"2020-12-17",4927902.8
"2020-12-18",4950222.31
"2020-12-19",4950412.38
"2020-12-20",4950412.38
"2020-12-21",4957565.51
"2020-12-22",5048798.84
"2020-12-23",5132097.14
"2020-12-24",5235484.92
"2020-12-25",5407244.02
"2020-12-26",5505173.1
"2020-12-27",5574688.01
"2020-12-28",5601724
"2020-12-29",5638368.49
"2020-12-30",5806970.94
"2020-12-31",5819757.02
"2021-01-01",5832195.19
"2021-01-02",5852155.15
"2021-01-03",5882380.55
"2021-01-04",5960351.4
"2021-01-05",6065884.87
"2021-01-06",6375451.15
"2021-01-07",6530928.03
"2021-01-08",6598421.51
"2021-01-09",6684899.07
"2021-01-10",6960949
"2021-01-11",7027074.51
"2021-01-12",7117241.18
"2021-01-13",7200169.2
"2021-01-14",7217367.37
"2021-01-15",7255877.42
"2021-01-16",7344778.78
"2021-01-17",7344778.78
"2021-01-18",7590923.04
"2021-01-19",7654965.94
"2021-01-20",7702959.1
"2021-01-21",7753838.93
"2021-01-22",7793098.75
"2021-01-23",8784746.85
"2021-01-24",9162046.16
"2021-01-25",9386216.24
"2021-01-26",9570127.31
"2021-01-27",10064787.43
"2021-01-28",10159194.37
"2021-01-29",10211820.63
"2021-01-30",10422603.43
"2021-01-31",10523262.47
"2021-02-01",10780297.41
"2021-02-02",11491120.04
"2021-02-03",11877197.15
"2021-02-04",12632527.84
"2021-02-05",13057497.73
"2021-02-06",13235916.11
"2021-02-07",13385022.25
"2021-02-08",14195810.14
"2021-02-09",14848257.57
"2021-02-10",15200605.28
"2021-02-11",16422673.52
"2021-02-12",16774023.31
"2021-02-13",17905803.97
"2021-02-14",21479631.81
"2021-02-15",23631280.65
"2021-02-16",25071949.77
"2021-02-17",29259235.38
"2021-02-18",34166475.08
"2021-02-19",39154612.69
"2021-02-20",42586178
"2021-02-21",52340170.62
"2021-02-22",61498084.06
"2021-02-23",64526391.28
"2021-02-24",66513835.33
"2021-02-25",67906378.77
"2021-02-26",69016767.94
"2021-02-27",70857267.3
"2021-02-28",72238313.36
"2021-03-01",73230225.01
"2021-03-02",75576507.71
"2021-03-03",77656727.42
"2021-03-04",78876451.19
"2021-03-05",81443878.12
"2021-03-06",82148077.01
"2021-03-07",83186792.92
"2021-03-08",84438886.12
"2021-03-09",85503506.86
"2021-03-10",86631099.09
"2021-03-11",107153379.84
"2021-03-12",115125069.51
"2021-03-13",118814492.24
"2021-03-14",123185932.76
"2021-03-15",126821967.02
"2021-03-16",129581285.21
"2021-03-17",132473652.19
"2021-03-18",135273375.87
"2021-03-19",137563104.2
"2021-03-20",140274911.44
"2021-03-21",144211123.87
"2021-03-22",145326407.66
"2021-03-23",148238542.26
"2021-03-24",149258236.88
"2021-03-25",149817968.91
"2021-03-26",150549151.06
"2021-03-27",152288083.08
"2021-03-28",154078059.46
"2021-03-29",155567943.1
"2021-03-30",157755464.66
"2021-03-31",158717825.27
"2021-04-01",159700873.03
"2021-04-02",160083815.86
"2021-04-03",160731652.73
"2021-04-04",161455253.84
"2021-04-05",163362592.5
"2021-04-06",164680884.9
"2021-04-07",165605668.23
"2021-04-08",174046998.66
"2021-04-09",178351938.12
"2021-04-10",180580429.21
"2021-04-11",183995561.25
"2021-04-12",188316435.74
"2021-04-13",193493609.38
"2021-04-14",196415813.24
"2021-04-15",200172832.4
"2021-04-16",202858155.03
"2021-04-17",205223031.71
"2021-04-18",207461397.2
"2021-04-19",210188138.61
"2021-04-20",213003581.04
"2021-04-21",215164759
"2021-04-22",217513324.11
"2021-04-23",219495965.61
"2021-04-24",220881605.66
"2021-04-25",221862907.77
"2021-04-26",224187481.84
"2021-04-27",229386055.47
"2021-04-28",231820538.8
"2021-04-29",233438167.04
"2021-04-30",235586546.65
"2021-05-01",237907026.03
"2021-05-02",241787035.99
"2021-05-03",254944632.85
"2021-05-04",260294265.86
"2021-05-05",263058678.2
"2021-05-06",264996430.65
"2021-05-07",266365549.35
"2021-05-08",269671367.39
"2021-05-09",271566665.11
"2021-05-10",273799435.62
"2021-05-11",277006079.75
"2021-05-12",279624167.48
"2021-05-13",282622962.14
"2021-05-14",284400579.33
"2021-05-15",285540107.06
"2021-05-16",286173762.82
"2021-05-17",286805800.29
"2021-05-18",288447220.2
"2021-05-19",288970692.7
"2021-05-20",289351810.07
"2021-05-21",289973635.87
"2021-05-22",290627766.72
"2021-05-23",291396788.34
"2021-05-24",293342271.45
"2021-05-25",293891902.99
"2021-05-26",294718691.79
"2021-05-27",295240912.33
"2021-05-28",295950756.12
"2021-05-29",296602717.57
"2021-05-30",297526474.93
"2021-05-31",297733095.1
"2021-06-01",298169575.97
"2021-06-02",298585118.53
"2021-06-03",299077635.46
"2021-06-04",299294207.46
"2021-06-05",299294207.46
"2021-06-06",299521244.71
"2021-06-07",300000152.71
"2021-06-08",300611189.97
"2021-06-09",300771908.93
"2021-06-10",301384363.37
"2021-06-11",302239485.04
"2021-06-12",302389553.99
"2021-06-13",302525688.74
"2021-06-14",302736164.31
"2021-06-15",303237400.97
"2021-06-16",304067178.44
"2021-06-17",304747051.2
"2021-06-18",304983246.9
"2021-06-19",305047934.6
"2021-06-20",305349427.8
"2021-06-21",305592295.88
"2021-06-22",306103638.64
"2021-06-23",306604462.62
"2021-06-24",306920448.28
"2021-06-25",307802356.74
"2021-06-26",308491073.57
"2021-06-27",308922755.06
"2021-06-28",310262091.25
"2021-06-29",312125842.69
"2021-06-30",312850353.7
"2021-07-01",313528672.46
"2021-07-02",314887726.62
"2021-07-03",315552485.25
"2021-07-04",318483489.97
"2021-07-05",319739503.74
"2021-07-06",321376292.28
"2021-07-07",322223407.49
"2021-07-08",323284645.27
"2021-07-09",325253121.39
"2021-07-10",326535181.44
"2021-07-11",328141007.28
"2021-07-12",330496466.75
"2021-07-13",333991971.87
"2021-07-14",335413392.54
"2021-07-15",336733054.55
"2021-07-16",338610231.2
"2021-07-17",341403744.03
"2021-07-18",342200602.53
"2021-07-19",343647423.71
"2021-07-20",344361843.85
"2021-07-21",345460325.83
"2021-07-22",346206331.74
"2021-07-23",347270344.99
"2021-07-24",348649539.37
"2021-07-25",349600139.05
"2021-07-26",353224375.05
"2021-07-27",355298821.86
"2021-07-28",356814209.56
"2021-07-29",362197225.85
"2021-07-30",391217747.84
"2021-07-31",423975557.68
"2021-08-01",452825843.95
"2021-08-02",458534139.98
"2021-08-03",471177193.3
"2021-08-04",491798628.54
"2021-08-05",525218737.42
"2021-08-06",568219940.85
"2021-08-07",578830927.48
"2021-08-08",584855850.05
"2021-08-09",589681289.36
"2021-08-10",596965482.4
"2021-08-11",605166820.06
"2021-08-12",611109254.65
"2021-08-13",613742441.34
"2021-08-14",617493547.01
"2021-08-15",620890769.77
"2021-08-16",625894810.36
"2021-08-17",630183535.15
"2021-08-18",633426976.02
"2021-08-19",637270192.73
"2021-08-20",646182569.14
"2021-08-21",653282866.03
"2021-08-22",660553688.39
"2021-08-23",744947928.29
"2021-08-24",778490126.45
"2021-08-25",799797618.83
"2021-08-26",813318298.22
"2021-08-27",869613398.73
"2021-08-28",999559561.41
"2021-08-29",1042095211.72
"2021-08-30",1054391508.92
"2021-08-31",1063226965.87
"2021-09-01",1072381386.37
"2021-09-02",1080872510.7
"2021-09-03",1089965452.43
"2021-09-04",1106619464.56
"2021-09-05",1110339421.32
"2021-09-06",1115689112.57
"2021-09-07",1122099780.58
"2021-09-08",1123864123.75
"2021-09-09",1125711223.76
"2021-09-10",1128900474.89
"2021-09-11",1137725717.86
"2021-09-12",1140993701.61
"2021-09-13",1144495604.62
"2021-09-14",1146319399.37
"2021-09-15",1151392587.06
"2021-09-16",1183225562.27
"2021-09-17",1186080368.31
"2021-09-18",1186442920.07
"2021-09-19",1188973840.71
"2021-09-20",1192181774.51
"2021-09-21",1195321054.04
"2021-09-22",1198497544.71
"2021-09-23",1205186616.57
"2021-09-24",1215970708.16
"2021-09-25",1224590825.61
"2021-09-26",1228033655.64
"2021-09-27",1230696099.11
"2021-09-28",1236125129.51
"2021-09-29",1245533758.16
"2021-09-30",1260878063.94
"2021-10-01",1280302016.36
"2021-10-02",1287985758.78
"2021-10-03",1291987471.01
"2021-10-04",1303385848.84
"2021-10-05",1310596901.52
"2021-10-06",1313483392.73
"2021-10-07",1315934096.63
"2021-10-08",1320046399.23
"2021-10-09",1321277503.98
"2021-10-10",1323816457.72
"2021-10-11",1325906877.62
"2021-10-12",1329395838.62
"2021-10-13",1331719703.75
"2021-10-14",1334638340.42
"2021-10-15",1336781608.41
"2021-10-16",1340401711.43
"2021-10-17",1346051397.17
"2021-10-18",1348608076.43
"2021-10-19",1353146863.47
"2021-10-20",1359235865.61
"2021-10-21",1364462271.61
"2021-10-22",1368576049.99
"2021-10-23",1376693745.64
"2021-10-24",1380270285.51
"2021-10-25",1385777933.95
"2021-10-26",1391922422.86
"2021-10-27",1397450351.75
"2021-10-28",1402944521.93
"2021-10-29",1410645264.4
"2021-10-30",1413861713.89
"2021-10-31",1416421515.38
"2021-11-01",1420433621.02
"2021-11-02",1423028579.47
"2021-11-03",1428463021.86
"2021-11-04",1432231966.28
"2021-11-05",1433225189.64
"2021-11-06",1440118017.42
"2021-11-07",1445394443.91
"2021-11-08",1454813658.7
"2021-11-09",1461527171.72
"2021-11-10",1468286321.74
"2021-11-11",1475053169.33
"2021-11-12",1478996988.28
"2021-11-13",1483500009.86
"2021-11-14",1493283365.32
"2021-11-15",1500500844.95
"2021-11-16",1505969244.9
"2021-11-17",1510551237.78
"2021-11-18",1514162323.52
"2021-11-19",1516587079
"2021-11-20",1519659963.32
"2021-11-21",1523567830.83
"2021-11-22",1527661515.47
"2021-11-23",1529151216.91
"2021-11-24",1529151216.91
"2021-11-25",1529151216.91
